SCU,nofloors,polygon,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster
52401149430037,2,"POLYGON ((532084.6 165281.35, 532080 165280.95, 532079.55 165285.2, 532080.55 165285.25, 532091.45 165286.3, 532091.85 165282, 532084.6 165281.35))",FALSE,5.88,0.148263751483973,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532085.7318280570,165283.60341239500,1.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401149430038,2,"POLYGON ((532009.5 165314.95, 532005.1 165314.65, 532006.2 165306.4, 532007.8 165306.65, 532008.3 165302.95, 532011.05 165303.25, 532009.5 165314.95))",FALSE,6.36,0.151451603773584,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532008.1849673200,165309.45374601600,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401149430039,2,"POLYGON ((531918.5 165303.7, 531905.85 165301.4, 531904.1 165301.1, 531903.5 165304.7, 531904.05 165305.9, 531913.05 165307.6, 531913.35 165305.8, 531914.57 165305.99, 531914.23 165307.82, 531921.08 165309.08, 531921.95 165304.36, 531918.5 165303.7))",FALSE,5.02,0.05,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531912.6507404340,165305.02541024400,1.0,dom,B,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Unknown (uvalue),Unknown (uvalue),Below (premises),Internal Floor,Unknown (uvalue),Unknown (uvalue),Double,dom0
52401149430040,2,"POLYGON ((531953.7 165280.55, 531950.85 165280.3, 531951.4 165275.5, 531950.15 165275.45, 531951 165268.3, 531955.1 165268.65, 531953.7 165280.55))",FALSE,6.04,0.1587542311821880,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531952.6043664190,165273.94610452100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430041,2,"POLYGON ((532089.8 165303.25, 532089.4 165307.4, 532082.25 165306.8, 532082.4 165305.15, 532078.7 165304.85, 532078.9 165302.2, 532082.7 165302.55, 532089.8 165303.25))",FALSE,6.07,0.173809651834924,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532084.6959415740,165304.67442004000,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double,dom0
52401149430042,2,"POLYGON ((531915.3 165280.85, 531915.8 165277.3, 531924.25 165278.5, 531924.25 165279.35, 531930.1 165280.2, 531930 165281.2, 531929.05 165281.05, 531928.8 165282.75, 531915.3 165280.85))",FALSE,5.94,0.1905237258694230,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531922.0277253550,165280.11164374100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430043,2,"POLYGON ((532079.8 165293.65, 532077.3 165293.45, 532077 165295.95, 532079.6 165296.1, 532079.45 165297.4, 532083.1 165297.65, 532083.1 165298.05, 532090.25 165298.8, 532090.65 165294.7, 532079.8 165293.65))",FALSE,5.7,0.229215131240349,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532084.2951805250,165295.98750389500,1.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401149430044,2,"POLYGON ((531958.3 165310.85, 531954.2 165310.5, 531955.1 165304.25, 531956.8 165304.35, 531957.45 165298.9, 531960.15 165299.2, 531958.3 165310.85))",FALSE,6.58,0.187912473696516,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531957.3247302570,165305.48676307700,1.0,dom,D,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401149430045,2,"POLYGON ((532023.15 165316, 532018.8 165315.65, 532020 165305.1, 532022.55 165305.35, 532022.3 165308.25, 532023.95 165308.4, 532023.15 165316))",FALSE,6.67,0.1104936352269070,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532021.3403864420,165311.02987036900,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430046,2,"POLYGON ((531960.15 165299.2, 531963.1 165299.5, 531962.35 165304.9, 531963.6 165305.05, 531962.75 165311.2, 531958.3 165310.85, 531960.15 165299.2))",FALSE,6.42,0.128010662692043,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531961.0686108590,165305.739935446,1.0,dom,E,E,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom3
52401149430047,2,"POLYGON ((531955.1 165304.25, 531954.2 165310.5, 531949.9 165310.15, 531951.6 165298.45, 531954.15 165298.7, 531953.5 165304.2, 531955.1 165304.25))",FALSE,6.46,0.2048202239909300,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531952.5029634200,165305.16060592400,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430048,2,"POLYGON ((531928.8 165282.75, 531928.5 165284.9, 531929.45 165285.05, 531929.3 165285.8, 531923.65 165284.95, 531923.5 165286.1, 531914.7 165284.85, 531915.3 165280.85, 531928.8 165282.75))",FALSE,5.28,0.143108611134088,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531921.4163480070,165283.60689359900,1.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401149430049,2,"POLYGON ((531940.85 165309.45, 531936.65 165309.1, 531937.35 165302.65, 531939.15 165302.9, 531939.8 165297.3, 531942.7 165297.55, 531940.85 165309.45))",FALSE,5.59,0.0853506833619772,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531939.7846764820,165303.9386759100,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double,dom0
52401149430050,2,"POLYGON ((532050.1 165318.15, 532045.85 165317.75, 532047.35 165305.35, 532049.8 165305.55, 532049.4 165309.8, 532051.15 165309.95, 532050.1 165318.15))",FALSE,6.27,0.1588642857171430,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532048.4544039980,165312.39380388800,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149510001,2,"POLYGON ((531699.25 165465.6, 531695.4 165460.35, 531702.95 165454.8, 531706.9 165460.2, 531705.8 165461.05, 531699.25 165465.6))",FALSE,5.89,0.144559218772193,,1945-1980,Education,Education,,,,,,,,,,,,,,,,,,,531701.1548789330,165460.2339925130,3.0,nondom,,,,,,,,,,,,,,,,nondom1
52401149530001,2,"POLYGON ((531744.65 165402.8, 531738.15 165401.15, 531738.6 165399.35, 531733.4 165398.05, 531734.15 165395.1, 531736.4 165395.7, 531745.9 165398, 531744.65 165402.8))",FALSE,5.32,0.124017107434015,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531740.1639398010,165398.81692819900,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530002,3,"POLYGON ((531709.8 165360.8, 531710.7 165356.85, 531711.85 165357.15, 531712.2 165355.6, 531716.5 165356.6, 531713.6 165369.75, 531711.1 165369.2, 531711.85 165366, 531709.95 165365.6, 531710.75 165362.2, 531709.55 165361.95, 531709.8 165360.8))",FALSE,7.42,0.128185730464326,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531712.9022081680,165361.87362708200,1.0,dom,E,C,Mains Gas,Boiler,Radiators,Electricity,Mains Gas,Boiler,Solid,No,Below (premises),Internal Floor,Solid Brick,No,Single,dom2
52401149530003,2,"POLYGON ((531735.5 165411.7, 531735.95 165410.1, 531732.8 165409.3, 531733.6 165406.15, 531743.1 165408.55, 531741.9 165413.3, 531735.5 165411.7))",FALSE,5.24,0.154825677919203,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531738.194482127,165409.63236561000,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530004,2,"POLYGON ((531670.7 165395.15, 531670.75 165394.4, 531663.3 165393.75, 531663.5 165391.55, 531656.1 165390.9, 531655.65 165395.95, 531670.5 165397.4, 531673.8 165397.8, 531674.05 165395.45, 531670.7 165395.15))",FALSE,5.3,0.142975810132359,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531663.4304498680,165394.66006957900,1.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double,dom3
52401149530005,3,"POLYGON ((531690.3 165360.85, 531691.7 165351.75, 531691.65 165351.25, 531697.45 165352.15, 531695.95 165361.75, 531690.3 165360.85))",FALSE,10.35,0.110661324300879,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531693.8689189800,165356.4990254200,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Single,dom2
52401149530006,2,"POLYGON ((531724.65 165376.9, 531728.25 165360.1, 531733.05 165361.05, 531731.05 165370.85, 531728.4 165370.35, 531726.95 165377.4, 531724.65 165376.9))",FALSE,7.23,0.127191011235955,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531728.8426745980,165367.5504403110,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530007,2,"POLYGON ((531687.9 165457.9, 531685.65 165459.65, 531687.25 165461.75, 531682.05 165465.7, 531680.3 165463.4, 531678.2 165465.05, 531674.7 165460.45, 531684.3 165453.15, 531687.9 165457.9))",FALSE,7.7,0.0786605573688174,,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531681.8149741180,165459.82710776700,4.0,dom,D,C,Electricity,StorageHeaters,Unknown,Electricity,Electricity,ImmersionHeater,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Double (pre 2002),dom3
52401149530008,2,"POLYGON ((531656.85 165383.85, 531673.45 165385.45, 531673.2 165387.85, 531665.9 165387.2, 531665.7 165389.5, 531656.4 165388.6, 531656.85 165383.85))",FALSE,6.62,0.249114140665107,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531663.6745627380,165386.56959553700,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401149530009,2,"POLYGON ((531708.65 165360.55, 531710.1 165354.95, 531705.1 165353.65, 531703.2 165361.45, 531705.7 165362.1, 531703.9 165369, 531705.45 165369.4, 531705.7 165368.45, 531707.7 165368.95, 531709.25 165362.85, 531709.55 165361.95, 531709.8 165360.8, 531708.65 165360.55))",FALSE,5.71,0.129208256264531,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531706.6961620880,165361.00026940800,1.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom3
52401149530010,4,"POLYGON ((531680.4 165359.5, 531680.55 165358.6, 531682.9 165358.95, 531682.55 165361.15, 531683.25 165361.25, 531683.05 165362.25, 531684.15 165362.4, 531684.35 165361.4, 531685.9 165350.85, 531680.4 165349.95, 531678.95 165359.3, 531678.8 165360.15, 531678.4 165362.35, 531679.95 165362.6, 531680.4 165359.5))",FALSE,8.89,0.1961663728332250,,PRE-1914,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,531682.297233378,165355.73419533500,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Pitched,Yes,Solid Brick,No,Single,dom2
52401149530011,1,"POLYGON ((531707.89 165428.2, 531706.25 165434.64, 531698.08 165432.55, 531697.44 165430.3, 531696.22 165425.99, 531696.11 165425.62, 531694.83 165421.12, 531692.97 165414.6, 531692.47 165412.85, 531702.07 165410.07, 531703.23 165414.07, 531701.79 165414.49, 531704.9 165425.78, 531708.29 165426.65, 531707.89 165428.2))",FALSE,5.0,0.189612891389432,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,531700.1810455760,165422.57679450200,4.0,dom,B,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Double,dom0
52401149530012,3,"POLYGON ((531675.8 165458.4, 531672.2 165453.45, 531682.5 165445.85, 531684.45 165448.6, 531680.65 165451.3, 531682.35 165453.65, 531675.8 165458.4))",FALSE,9.31,0.225936973155232,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531678.3006130960,165452.35316899200,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Flat,Yes,Cavity,No,Double (pre 2002),dom2
52401149530013,2,"POLYGON ((531662.9 165347.6, 531666.45 165348.25, 531664.35 165359.25, 531657.45 165357.95, 531659 165349.95, 531662.3 165350.55, 531662.9 165347.6))",FALSE,4.0,0.0827745424747336,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531662.107689135,165353.7607944860,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Timber,Yes,Secondary,dom0
52401149530014,2,"POLYGON ((531737.35 165378.25, 531742.5 165364.4, 531747.35 165366.2, 531744.45 165373.95, 531742.75 165373.3, 531740.5 165379.4, 531737.35 165378.25))",FALSE,7.17,0.05,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531742.3241823470,165371.4005250570,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530015,2,"POLYGON ((531743.1 165408.55, 531733.6 165406.15, 531731.15 165405.5, 531731.85 165402.7, 531737.4 165404.15, 531737.8 165402.5, 531744.2 165404.15, 531743.1 165408.55))",FALSE,5.31,0.115068335380835,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531738.25419506,165405.28085797100,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401149530016,2,"POLYGON ((531728.2 165427.3, 531737.65 165429.65, 531736.5 165434.3, 531730.1 165432.7, 531730.5 165431.1, 531727.45 165430.4, 531728.2 165427.3))",FALSE,5.55,0.2026601236064910,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531732.7937337990,165430.7078837380,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530017,3,"POLYGON ((531676.15 165436.6, 531677.6 165439.1, 531674 165441.15, 531674.85 165442.65, 531668.1 165447.7, 531665.3 165442.85, 531676.15 165436.6))",FALSE,8.71,0.0504369533527696,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531671.1788271180,165442.13229428800,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Below (premises),Internal Floor,Solid Brick,No,Double (post 2002),dom2
52401149530018,3,"POLYGON ((531716.5 165356.6, 531721.2 165357.65, 531720.85 165359.1, 531722.35 165359.4, 531721.15 165364.6, 531719.7 165364.25, 531718.95 165367.65, 531716.95 165367.2, 531716.2 165370.35, 531713.6 165369.75, 531716.5 165356.6))",FALSE,7.72,0.057234345658227,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531717.8045096810,165362.92507435800,1.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,Yes,Below (premises),Internal Floor,Solid Brick,Yes,Double (pre 2002),dom2
52401149530019,2,"POLYGON ((531721.75 165465.75, 531728.15 165467.4, 531729.35 165462.6, 531719.5 165460.15, 531718.8 165463, 531720.25 165463.35, 531719.75 165465.3, 531721.75 165465.75))",FALSE,5.4,0.119083885743165,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531724.123991742,165463.7387053810,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530020,3,"POLYGON ((531692.44 165387.68, 531696.42 165388.75, 531702.85 165390.48, 531708.56 165392.02, 531714.53 165393.63, 531720.69 165395.28, 531726.45 165396.83, 531726.06 165398.51, 531724.77 165404.01, 531724.61 165404.68, 531716.11 165402.41, 531715.96 165402.99, 531709.19 165401.2, 531709.52 165399.95, 531707.3 165399.36, 531706.79 165401.29, 531700.32 165399.56, 531700.94 165397.24, 531692.05 165394.87, 531692.13 165393.31, 531692.44 165387.68))",FALSE,6.45,0.139054780427469,,POST-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531709.1870837230,165396.4191606790,4.0,dom,B,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Double,dom0
52401149530021,1,"POLYGON ((531723.35 165437.45, 531725.25 165437.95, 531734.95 165440.4, 531733.8 165444.95, 531727.25 165443.25, 531727.7 165441.6, 531722.6 165440.25, 531723.35 165437.45))",FALSE,5.02,0.128143114543114,,PRE-1914,Dwell,,,,,,,,,,,,,,,,,,,,531729.2854913540,165441.0820029920,1.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double,dom0
52401149530022,3,"POLYGON ((531690.3 165360.85, 531688.2 165360.5, 531688.3 165359.85, 531686.5 165359.55, 531686.15 165361.7, 531684.35 165361.4, 531685.9 165350.85, 531691.7 165351.75, 531690.3 165360.85))",FALSE,8.58,0.1386004939338600,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531687.999722751,165355.98893648200,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530023,2,"POLYGON ((531666.55 165425.95, 531667.95 165425.3, 531667.3 165423.7, 531665.9 165420.5, 531662 165422.25, 531661.65 165421.4, 531657.7 165423.15, 531661.85 165432.45, 531672.65 165427.45, 531671.5 165424.95, 531667 165426.95, 531666.55 165425.95))",FALSE,6.6,0.1893357245987780,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531664.2863353050,165426.3435964890,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530024,2,"POLYGON ((531670.5 165397.4, 531670.25 165400.1, 531662.9 165399.45, 531662.7 165401.8, 531655.2 165401.15, 531655.65 165395.95, 531670.5 165397.4))",FALSE,5.89,0.1631326380150110,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531661.7360007030,165398.7273146980,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530025,3,"POLYGON ((531665.3 165442.85, 531662.8 165438.45, 531670.2 165434.2, 531671.5 165436.5, 531674.95 165434.5, 531676.15 165436.6, 531665.3 165442.85))",FALSE,10.28,0.109457404054233,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531668.8550611810,165438.16337772800,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double (post 2002),dom2
52401149530026,2,"POLYGON ((531745.9 165398, 531736.4 165395.7, 531737.2 165392.6, 531740.15 165393.4, 531740.55 165391.75, 531747.05 165393.4, 531745.9 165398))",FALSE,6.19,0.0988519063797659,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531742.0688583080,165394.8078221500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530027,2,"POLYGON ((531673.45 165385.45, 531656.85 165383.85, 531657.35 165378.7, 531666.7 165379.6, 531666.5 165381.75, 531673.7 165382.45, 531673.45 165385.45))",FALSE,7.78,0.136006473988439,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531664.3161646160,165382.30758276900,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double (pre 2002),dom3
52401149530028,2,"POLYGON ((531698.95 165356.8, 531697.85 165356.5, 531697.2 165359.9, 531695.55 165366.05, 531695.75 165366.1, 531697.55 165366.6, 531697.25 165367.6, 531698.65 165367.95, 531700.55 165360.75, 531703.2 165361.45, 531705.1 165353.65, 531700.15 165352.35, 531698.95 165356.8))",FALSE,5.76,0.110991169431377,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531700.217001358,165359.29434947900,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149530029,3,"POLYGON ((531675.2 165443.7, 531676.7 165445.75, 531680.45 165443.05, 531682.5 165445.85, 531672.2 165453.45, 531668.6 165448.45, 531675.2 165443.7))",FALSE,9.85,0.0950287339627207,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531675.136391582,165447.88573890300,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double,dom2
52401149530030,1,"POLYGON ((531724.55 165454.45, 531724.95 165452.9, 531720.25 165451.65, 531721.05 165448.7, 531722.4 165449.05, 531732.2 165451.5, 531731.05 165456.1, 531724.55 165454.45))",FALSE,3.97,0.127161936560934,,PRE-1914,Dwell,,,,,,,,,,,,,,,,,,,,531726.658338926,165452.28138797200,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401149530031,2,"POLYGON ((531723.25 165445.8, 531721 165445.15, 531720.2 165448.45, 531721.05 165448.7, 531722.4 165449.05, 531732.2 165451.5, 531733.4 165446.85, 531726.9 165445.15, 531726.5 165446.65, 531723.25 165445.8))",FALSE,4.82,0.107931117533718,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531727.2406876510,165448.0448716710,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401149530032,3,"POLYGON ((531728.25 165360.1, 531724.65 165376.9, 531724.45 165377.95, 531722 165377.45, 531723.65 165369.3, 531721.45 165368.85, 531723.45 165359.1, 531728.25 165360.1))",FALSE,5.8,0.118772545696646,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531724.6001196210,165367.223644648,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Below (premises),Internal Floor,Solid Brick,No,Double (pre 2002),dom3
52401149530033,3,"POLYGON ((531696.3 165473.7, 531697.65 165475.6, 531700.1 165473.8, 531702.55 165477.2, 531696.15 165481.8, 531695.4 165480.75, 531692.15 165483.05, 531689.15 165478.8, 531696.3 165473.7))",FALSE,7.24,0.067344081138359,,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531695.7204577780,165478.13034883500,3.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401149530034,2,"POLYGON ((531655.28 165402.25, 531662.59 165403.09, 531663.2 165406.61, 531664.48 165406.39, 531664.99 165409.34, 531663.71 165409.56, 531663.97 165411.04, 531657.22 165411.24, 531655.92 165411.28, 531655.28 165402.25))",FALSE,7.45,0.0784585066783446,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531659.6323815370,165407.04718461300,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Below (premises),Internal Floor,Solid Brick,No,Double,dom0
52401149530035,3,"POLYGON ((531674.9 165349.1, 531673.6 165358.3, 531668.15 165357.45, 531669.65 165347.9, 531674.95 165348.75, 531674.9 165349.1))",FALSE,8.77,0.152167257583431,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531671.5830375270,165353.12157641800,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double (post 2002),dom2
